,Unnamed: 0,id,page_source,link,title,content,address_street,address_ward,surrounding,surrounding_name,surrounding_characteristics,interior_room,project,address_city,transaction_type,realestate_type,price_sell,price_rent,legal,floor,position_street,potential,area_origin,address_number,lat_x,long_x,coordinate,price_m2,orientation,area_cal,post_id,post_date,crawled_date,created_at,price_score,price_score_filter,geom,status_price_score,price_score_timestamp,comment_id,comment_filter_id,is_suspicious,created_by,contact_phone,hash_post_key,number_duplicated_post,orientation_id,done,label_cluster,gglat,gglong,res_field,gg_addr,regex_street,district_name,street,latlong_street,latlongpos,district_id,district_lat,district_long,price_m2_old
4551,4551,411927,6.0,https://landber.com/tin-dang/Ads_01_24376911,"BÁN NHÀ 65 TRẦN VĂN DƯ, P13, TÂN BÌNH. 4*20.4","Diện tích đất: 81,6m2

Diện tích xây dựng: 58m2

Diện tích sàn: 155,3m2
Tây bắc. 
Hẻm 8m. 
Giá giao dịch 9,2 tỷ. 
LH: 0906 946 980",Trần Văn Dư,13,,,,,,1.0,1.0,2.0,9200000000,0,2.0,1.0,3,{2},"{0,0}",65.0,10.8073393672919,106.644288470374,"(106.644288470374,10.8073393672919)",130200799.65309599,tây - bắc,81.6,Ads_01_24376911,1581613200,1581693099.0,2020-02-14 22:12:01.498002,2.0,3.6,0101000020E61000008A5CB5053CA95A409A95E6955B9D2540,1.0,2020-04-13 10:28:02.3069,2,7.0,False,3.0,906946980.0,294374220ffd83bd63d3ea01752b1092,1.0,,0.0,0.0,10.8048339,106.64441699999999,title,"Trần Văn Dư & Hẻm 65, phường 13, Tân Bình, Thành phố Hồ Chí Minh, Vietnam","hẻm 65 TRẦN VĂN DƯ, Quận Tân Bình, Hồ Chí Minh, Việt Nam",Quận Tân Bình,"hẻm 65 TRẦN VĂN DƯ, Quận Tân Bình, Hồ Chí Minh, Việt Nam","[10.8048339, 106.644417]","[10.8048339, 106.644417, 3.0]",22,10.806245,106.653101,112682598.0392157
4280,4280,47848,6.0,https://landber.com/tin-dang/Ads_01_23002260,Chính chủ bán nhà HXH đường Cách Mạng Tháng Tám. 70m2 giá 8.4 tỷ 3 tầng,"Chính chủ bán nhà HXH đường Cách Mạng Tháng Tám. 70m2 giá 8.4 tỷ 3 tầng.
Nhà nằm trong khu 766 Cách Mạng Tháng Tám, thuận tiện định cư, sinh sống, thuận tiện mua giữ tiền, đầu tư sinh lời cao.

Diện tích 5.2x13.1m.
Kết cấu 1 trệt 2 lầu.

Giá 8.4 tỷ thương lượng.
Xem nhà LH: Triều: 0917961144 để xem nhà.",Cách Mạng Tháng Tám,5,,,,,Khu 766,1.0,1.0,2.0,8400000000,0,2.0,3.0,1,{2},"{5.2,13.1}",766,10.788844588133,106.661243736494,"(106.661243736494,10.788844588133)",150767068.894535,,70.0,Ads_01_23002260,1574528400,1574574563.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E61000005BBB3FD151AA5A40BD501770E3932540,1.0,2020-04-13 06:47:02.338691,2,7.0,False,2.0,917961144.0,7aa868c751c7147b0279c7d86e3607da,1.0,,1.0,0.0,10.7893052,106.6628821,content,"Hẻm 766 Cách Mạng Tháng Tám, phường 5, Tân Bình, Thành phố Hồ Chí Minh, Vietnam","766 Cách Mạng Tháng Tám, Quận Tân Bình, Hồ Chí Minh, Việt Nam",Quận Tân Bình,"Đường Cách Mạng Tháng Tám, Quận Tân Bình, Hồ Chí Minh, Việt Nam","[10.7871829, 106.6641052]","[10.7893052, 106.6628821, 1.0]",22,10.806245,106.653101,119781428.57142857
4415,4415,431862,2.0,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/xuat-canh-ban-ban-nha-hem-406-cong-hoa-rong-12-met-gia-9-57-ty-tl-id20408935,"Xuất cảnh bán. Bán nhà hẻm 406 Cộng Hòa, rộng 12 mét, giá 9.57 Tỷ TL","
Xuất cảnh bán. Bán nhà hẻm 406 Cộng Hòa, rộng 12 mét, giá 9.57 Tỷ TL
Chính chủ cần bán nhà 406 đường Cộng Hòa phường 13 quận Tân Bình. Hẻm 12 mét.
- Diện tích: 4.2 x21m, nở hậu đẹp đều 4.5m. - Kết cấu: 1 Lầu duy nhất.
Thích, khu này xây được hầm + 5 lầu. 
- Vị trí tuyệt đẹp, xe cộ lưu thông thoải mái ra nhiều hướng, nhiều tiện ích xung quanh, hẻm 12 mét đối diện tòa nhà E- Town. Thích hợp mở công ty hoặc văn phòng đại diện. Gần dự án ga T3 Tân Sơn Nhất 5 phút chạy xe, ngân hàng, Pico Plaza, lưu thông sân bay Tân Sơn Nhất 10 phút. 
- Giá: 9.57 tỷ thương lượng.
* Liên hệ xem nhà: 0916997297 A Trường [MTG]
* Hỗ trợ giấy tờ mua bán, công chứng sang tên miễn phí 100%
- Trân trọng tiếp đón và phục vụ quý khách có nhu cầu mua nhà để ở hoặc mở văn phòng Công Ty.
Cảm ơn vì đã xem tin của chúng tôi!.
",Cộng Hòa,13,"tòa nhà, ngân hàng, Pico Plaza, sân bay","tòa nhà E - Town, Tân Sơn Nhất, sân bay Tân Sơn Nhất",,4,,1.0,1.0,2.0,9570000000,0,3.0,2.0,3,{2},"{4.2,21}",406.0,10.8024698706681,106.641560723934,"(106.641560723934,10.8024698706681)",153680537.979448,,88.2,mogi_20408935,1581958800,1581944745.0,2020-02-17 20:06:01.630434,2.0,3.6,0101000020E61000007CECB5540FA95A400B17B554DD9A2540,1.0,2020-04-13 03:39:01.327129,2,7.0,False,2.0,916997297.0,95d90423bad041ce8a63c4ee5cdd789a,1.0,,0.0,0.0,10.8030834,106.6437395,title,"Hẻm 406 Cộng Hòa, phường 13, Tân Bình, Thành phố Hồ Chí Minh, Vietnam","hẻm 406 Cộng Hòa, Quận Tân Bình, Hồ Chí Minh, Việt Nam",Quận Tân Bình,"hẻm 406 Cộng Hòa, Quận Tân Bình, Hồ Chí Minh, Việt Nam","[10.8033518, 106.6437676]","[10.8030834, 106.6437395, 3.0]",22,10.806245,106.653101,108387755.1020408
4565,4565,189713,6.0,https://landber.com/tin-dang/Ads_01_22715636,Chính chủ bán nhà mặt tiền đường Bùi Thị Xuân Tân Bình,"Nhà mặt tiền 184 Bùi Thị Xuân P3 Tân Bình (cách chợ Phạm Văn Hai 5p đi bộ).
Mới 100%.

Nội thất 1 bộ salon, 3 máy lạnh, cửa kính, cửa cuốn tự động.
1 trệt 4 lầu, 4 PN, 3WC.

Thích hợp để làm spa, nail...
DT đất 36m2 (ngang 3, dài 12m).
Thiết kế rất xinh.
Giá 6,1 tỷ còn thương lượng cho khách thiện chí.
Mình chính chủ nhé.
Hoa hồng môi giới 1%.
SĐT 0764272927, Kim.",Bùi Thị Xuân,3,chợ,chợ Phạm Văn Hai,,4 phòng ngủ,184,1.0,1.0,2.0,6100000000,0,2.0,5.0,1,{2},"{0,0}",184.0,10.7940590243928,106.662534957262,"(106.662534957262,10.7940590243928)",201631224.08048505,,36.0,Ads_01_22715636,1572109200,1573975614.0,2020-02-12 08:49:25.145194,7.8,3.6,0101000020E6100000747905F966AA5A40C3B889E78E962540,1.0,2020-04-13 12:06:02.441687,10,7.0,True,3.0,764272927.0,7b901a68976e136ff39199d8270a51db,1.0,,2.0,0.0,10.793583,106.66483400000001,content,"184 Bùi Thị Xuân, Phường 3, Tân Bình, Thành phố Hồ Chí Minh, Vietnam","184 Bùi Thị Xuân, Quận Tân Bình, Hồ Chí Minh, Việt Nam",Quận Tân Bình,"Đường Bùi Thị Xuân, Quận Tân Bình, Hồ Chí Minh, Việt Nam","[10.793583, 106.664834]","[10.793583, 106.664834, 1.0]",22,10.806245,106.653101,168736111.11111107
4338,4338,139322,6.0,https://landber.com/tin-dang/Ads_01_22554045,"Mặt tiền nội bộ khu K300 - đường Nguyễn Thái Bình, DT: 91m2, 2 lầu giá 12 tỷ TL","Mặt tiền nội bộ khu K300 đường Nguyễn Thái Bình.
Diện tích: 3.6x27m.

Công nhận 91m2.


Nhà xây 1 trệt 2 lầu, mặt tiền rộng 8m.
Đường thông thoáng, xe hơi đỗ thoải mái.

Đường thông Nguyễn Thái Bình, Trương Hoành Thanh...

Giá bán: 12 tỷ.

Thương lượng chính chủ.

LH xem nhà: 0948432342.",Nguyễn Thái Bình,,,"Nguyễn Thái Bình, Trương Hoành Thanh",thông thoáng,,,1.0,1.0,2.0,12000000000,0,2.0,3.0,1,{2},"{3.6,27}",300.0,10.7975664031681,106.654731960054,"(106.654731960054,10.7975664031681)",273085627.54468197,,91.0,Ads_01_22554045,1573491600,1573991043.0,2020-02-12 08:49:25.145194,8.0,3.6,0101000020E61000000E05E120E7A95A40A4FDA39F5A982540,1.0,2020-04-13 05:37:01.340598,10,7.0,True,2.0,948432342.0,008c1b18e44b1eac8ac4dd44e8607635,1.0,,2.0,0.0,10.7950979,106.6498979,content,"300 Nguyễn Thái Bình, Phường 12, Tân Bình, Thành phố Hồ Chí Minh, Vietnam","300 đường Nguyễn Thái Bình, Quận Tân Bình, Hồ Chí Minh, Việt Nam",Quận Tân Bình,"đường Nguyễn Thái Bình, Quận Tân Bình, Hồ Chí Minh, Việt Nam","[10.7950979, 106.6498979]","[10.7950979, 106.6498979, 1.0]",22,10.806245,106.653101,131700000.0
4461,4461,536722,6.0,https://landber.com/tin-dang/Ads_02_13102181,"Bán nhà mới đẹp MT 28 Tân Khai, P4 Q.Tân Bình","-Bán nhà mới đẹp MT 28 Tân Khai, P4 Q.Tân Bình
-DT: 3,1x16,5m, nhà 1 trệt 3 lầu ST 
-Nhà mới vào ở ngay, khu vực trung tâm quận Tân Bình, gần Ngã Tư Bảy Hiền -Giá: 5,3 tỷ TL-LH: 0938.119.533 anh Phong (chấp nhận TG)","Tân Khai,Quận Tân Bình,Hồ Chí Minh",4,Ngã Tư,Ngã Tư Bảy Hiền,,,,1.0,1.0,2.0,5300000000,0,2.0,4.0,1,{2},"{3.1,16.5}",28.0,10.7916166319957,106.65698893071101,"(106.656988930711,10.7916166319957)",235108187.76074705,,52.0,Ads_02_13102181,1583773200,1583792008.0,2020-03-10 05:14:01.540301,8.0,3.6,0101000020E61000003CCF4C1B0CAA5A4058C872C64E952540,1.0,2020-04-13 13:14:02.047341,10,7.0,True,2.0,938119533.0,5458c9cefcdcc8ee207e4c78e71dba5b,1.0,,0.0,0.0,10.7916974,106.65731389999999,title,"Tân Khai, Phường 4, Tân Bình, Thành phố Hồ Chí Minh, Vietnam","28 Tân Khai, Quận Tân Bình, Hồ Chí Minh, Việt Nam",Quận Tân Bình,"Đường Tân Khai, Quận Tân Bình, Hồ Chí Minh, Việt Nam","[10.7916974, 106.6573139]","[10.7916974, 106.6573139, 1.0]",22,10.806245,106.653101,101530769.23076925
4594,4594,110554,6.0,https://landber.com/tin-dang/Ads_01_23338853,"Cần bán nhà nhanh, Mt Tân Hải khu Văn phòng, công ty, giá 13 tỷ","Cần bán nhanh định cư nước ngoài
Mặt tiền 56 Tân Hải, 13, Q. Tân Bình

Xây dựng đủ diện tích: 5m x 14.5m, 3 lầu
Gia đình ở lâu năm, xây dựng năm 2016, hoàn công năm 2017.

Kết cấu, móng nhà rất kiên cố, có thể xây lên thêm 1 tầng, gia đình ở nên thiết rất thoáng, giếng trời, khoảng thông sau nhà 1m, nên rất thoáng và sáng nhà. 
Thiết bị nội thất hàng nhập từ Thái Lan, thiết kế phong thủy
Người mua ở yên tâm về ở, Gia đình ở Con cháu đều thành đạt..
Cần tìm gia chủ có duyên với căn nhà này
Gía bán 12.9 tỷ
Cứ xem vị trí trước, ưng xem nhà bên trong gọi trước 45 phút
Điện thoại: 0915783787 C. Thảo
Cảm ơn đã đọc xem tin, gửi HH 1% cho MG",Tân Hải,13,,,,,,1.0,1.0,2.0,12900000000,0,2.0,1.0,3,{2},"{5,14.5}",56.0,10.8012837419364,106.639526986332,"(106.639526986332,10.8012837419364)",113554463.547991,,69.0,Ads_01_23338853,1573664400,1574010392.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E610000005CD9802EEA85A40CADDD4DC419A2540,1.0,2020-04-13 04:34:02.320869,1,8.0,False,1.0,915783787.0,ff55a2b84e164f501acf643114e10202,2.0,,2.0,0.0,10.8020639,106.638951,content,"56 Tân Hải, Phường 13, Tân Bình, Thành phố Hồ Chí Minh, Vietnam","hẻm 56 Tân Hải, Quận Tân Bình, Hồ Chí Minh, Việt Nam",Quận Tân Bình,"hẻm 56 Tân Hải, Quận Tân Bình, Hồ Chí Minh, Việt Nam","[10.8020639, 106.638951]","[10.8020639, 106.638951, 3.0]",22,10.806245,106.653101,186882608.6956522
4609,4609,198056,6.0,https://landber.com/tin-dang/Ads_01_22718234,"Bán nhà hẻm vip 12m Nguyễn Quý Anh, P Tân Sơn Nhì, Q Tân Phú, diện tích: 4x16m","Chính chủ cần bán nhà cấp 4 hẻm xe tải, tại số 74/11/22 Nguyễn Quý Anh, P Tân Sơn Nhì, Q. Tân Phú.


Nằm trong khu dân cư vip.


Diện tích: 64m2 (4mx16m), đường trước nhà rộng 12m.

Địa chỉ: Số 74/11/22 Nguyễn Quý Anh, P Tân Sơn Nhì, Q. Tân Phú, TP. HCM.
Giá 6,95 tỷ (thương lượng).",Nguyễn Quý Anh,tân sơn nhì,,,,,74/11/22,1.0,1.0,2.0,6950000000,0,2.0,1.0,3,{2},"{4,16}",12.0,10.800279572388401,106.627272803092,"(106.627272803092,10.8002795723884)",99109077.7630591,,64.0,Ads_01_22718234,1569517200,1573973751.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E6100000CBBCD33C25A85A4061217E3EBE992540,1.0,2020-04-13 07:23:02.773388,1,8.0,False,3.0,,94c6871d1cb13afad0697fcfb6359923,1.0,,2.0,0.0,10.8020202,106.62813529999998,content,"74, 22 Nguyễn Quý Anh, Tân Sơn Nhì, Tân Phú, Thành phố Hồ Chí Minh, Vietnam","hẻm 74/11/22 Nguyễn Quý Anh, Quận Tân Phú, Hồ Chí Minh, Việt Nam",Quận Tân Phú,"hẻm 74/11/22 Nguyễn Quý Anh, Quận Tân Phú, Hồ Chí Minh, Việt Nam","[10.8020202, 106.6281353]","[10.8020202, 106.6281353, 3.0]",23,10.790108,106.62817700000001,108514062.5
5029,5029,319604,6.0,https://landber.com/tin-dang/Ads_01_24061067,"Bán nhà 15 Cầu Xéo, P. Tân Quý (594.6m2) cấp 4, có giấy phép xây dựng 7 tầng - Giá 85tr/m2 TL","Bán gấp nhà 15 Cầu Xéo, P. Tân Quý, Q. Tân Phú.


- Diện tích: (9.54x40m nở hậu 19.89m) công nhận 594.6m2.


- Hiện trạng: Cấp 4.

- Đã có giấy phép xây dựng 7 tầng (hầm, trệt, lửng, 4 lầu, sân thượng).

- Đường 12m có lề, vị trí cực đẹp, thông thẳng ra Tân Sơn Nhì, nằm cạnh 3 trường học, ngân hàng, siêu thị Aeon Tân Phú, chợ Tân Hương.

+ Giá bán: 85 triệu/m2 có thương lượng nha.
- Cam kết thông tin và hình ảnh thật 100%.
LH: 0902804438 - Anh Hoàng (để xem nhà và được hỗ trợ giá tốt nhất hoặc Zalo 24/7).
Môi giới uy tín - tận tâm - chuyên nghiệp.
Tư vấn và dẫn khách xem nhà hoàn toàn miễn phí.
------------------------------

Bất động sản Thuận Việt Group, 47 - 49 Nguyễn Cửu Đàm, P. Tân Sơn Nhì, Q. Tân Phú.
Website: https://www.batdongsanthuanviet.com
Nhận ký gửi - giới thiệu mua bán, cho thuê bất động sản. Miễn phí trọn gói các thủ tục pháp lý!",Cầu Xéo,tân quý,"trường học, ngân hàng, siêu thị, chợ","Tân Sơn Nhì, siêu thị Aeon Tân Phú, chợ Tân Hương",,,15,1.0,1.0,2.0,85000000,0,1.0,6.5,6,{2},"{9.54,40}",15.0,10.7987408400212,106.624721798571,"(106.624721798571,10.7987408400212)",80705798.88793841,,594.6,Ads_01_24061067,1578330000,1578714982.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E6100000947D2371FBA75A40ADBD338FF4982540,1.0,2020-04-13 03:57:03.53202,2,7.0,True,2.0,902804438.0,f33b3693aa257fcdf9b80ffc3c967a4f,1.0,,2.0,0.0,10.7989347,106.6256564,title,"Hẻm 15 Cầu Xéo, Tân Phú, Thành phố Hồ Chí Minh, Vietnam","hẻm 15 Cầu Xéo, Quận Tân Phú, Hồ Chí Minh, Việt Nam",Quận Tân Phú,"hẻm 15 Cầu Xéo, Quận Tân Phú, Hồ Chí Minh, Việt Nam","[10.7989149, 106.6257843]","[10.7989347, 106.6256564, 6.0]",23,10.790108,106.62817700000001,87201.47998654557
4930,4930,518551,6.0,https://landber.com/tin-dang/Ads_01_24315123,"Bán nhà MTNB Nguyễn Thế Truyện, P Tân Sơn Nhì, DT: 4m x 16m, đúc 2,5 tấm mới. Giá 8,4 tỷ","Bán nhà MTNB 94/14 Nguyễn Thế Truyện - P Tân Sơn Nhì - Q Tân Phú.

- DT: 4m x 16m vuông vức.

- Kết cấu: 1 trệt + 2 lầu, đường nhựa trước nhà 8m vỉa hè 3m.
- Vị trí: Đẹp gần ngã tư đường Trương Vĩnh Ký - Tân Sơn Nhì - Gò Dầu, gần đường Luỹ Bán Bích, đường Diệp Minh Châu, ủy ban Quận, ủy ban Phường, Trung Tâm Y Tế, Trường Tiểu Học Tân Sơn Nhì sát bên Trường cấp 2, cấp 3 Trần Quang Khải, công viên thể dục thể thao.
- Giá: 8,4 tỷ bớt lộc.
Liên hệ: 0908768765 Xuân Cường.",Nguyễn Thế Truyện,tân sơn nhì,"ngã tư, đường Luỹ, ủy ban, ủy ban Phường, Trung Tâm Y Tế, Trường Tiểu Học, Trường cấp 2, cấp 3, công viên thể dục thể thao","Trương Vĩnh Ký, Tân Sơn Nhì, Gò Dầu, đường Luỹ Bán Bích, Diệp Minh Châu, ủy ban Quận , Trường Tiểu Học Tân Sơn Nhì, cấp 3 Trần Quang Khải",,3 phòng ngủ,94/14,1.0,1.0,2.0,8400000000,0,2.0,3.0,6,{2},"{4,16}",6.0,10.7963869366202,106.631518595625,"(106.631518595625,10.7963869366202)",98958064.2112136,,64.0,Ads_01_24315123,1584378000,1583507018.0,2020-03-06 22:04:02.866319,2.0,3.6,0101000020E610000080C1F8CC6AA85A40BA7D4F07C0972540,1.0,2020-04-13 08:59:02.76726,1,8.0,False,1.0,908768765.0,a1ca8d75ab023ee47bc3f555cbeb8645,2.0,,0.0,0.0,10.7954244,106.6318402,content,"94, 14 Nguyễn Thế Truyện, Tân Sơn Nhì, Tân Phú, Thành phố Hồ Chí Minh, Vietnam","hẻm 94/14 Nguyễn Thế Truyện, Quận Tân Phú, Hồ Chí Minh, Việt Nam",Quận Tân Phú,"hẻm 94/14 Nguyễn Thế Truyện, Quận Tân Phú, Hồ Chí Minh, Việt Nam","[10.7954244, 106.6318402]","[10.7954244, 106.6318402, 6.0]",23,10.790108,106.62817700000001,131010937.5
4747,4747,93659,6.0,https://landber.com/tin-dang/Ads_01_23486062,"NHÀ BÁN TÂN HƯƠNG , 1TR, 2 LẦU,  TÂN PHÚ - 0909694389","💥💥Hàng mới về . Chính chủ gởi bán 118/6 tân hương p. Tân quí , q.tân phú
💥Dt : 4 x12 vuông vức

💥Hẻm xe hơi 4m
💥Kết cấu : 1tr,2 lầu , 4pn,3w.c

💥Giá bán 5 tỷ6 tl với chủ nhà 
👉 Lh xem nhà và sổ :  0909694389",Tân Hương,tân quý,,,,4 phòng ngủ,,1.0,1.0,2.0,5600000000,0,2.0,3.0,3,{2},"{4,12}",,10.789993383304903,106.62174090253001,"(106.62174090253,10.7899933833049)",92969823.338714,,48.0,Ads_01_23486062,1573837200,1574021728.0,2020-02-12 08:49:25.145194,2.3,3.6,0101000020E6100000D9BC5A9ACAA75A40BFB342037A942540,1.0,2020-04-13 11:47:01.338686,1,8.0,False,3.0,909694389.0,cf6aaaae99cbf80f64e0e0ca8e1e3c80,1.0,,2.0,0.0,10.7785216,106.63870520000002,content,"Hẻm 118, Hoà Thạnh, Tân Phú, Thành phố Hồ Chí Minh, Vietnam","hẻm 118/6 tân hương, Quận Tân Phú, Hồ Chí Minh, Việt Nam",Quận Tân Phú,"hẻm 118/6 tân hương, Quận Tân Phú, Hồ Chí Minh, Việt Nam","[10.7785216, 106.6387052]","[10.7785216, 106.6387052, 3.0]",23,10.790108,106.62817700000001,116347916.66666669
4622,4622,162516,6.0,https://landber.com/tin-dang/Ads_01_23011364,"Bán nhà mặt tiền 223 Lê Thúc Hoạch, (4mx13m) 1 trệt + 2 lầu ST, giá: 8.8 tỷ, Tân Quý, Tân Phú","Bán nhà mặt tiền 223 Lê Thúc Hoạch, (4mx13m) 1 trệt + 2 lầu ST, giá: 8.8 tỷ, Tân Quý, Tân Phú.
-------------------------

Vị trí: Mặt tiền đường kinh doanh sầm uất, nhà đẹp, vị trí gần đường Văn Cao và Bình Long.
Hiện trạng: 1 trệt + 2 lầu sân thượng. Ảnh thật như trên hình.

Diện tích: 4mx13m. Xây dựng 4mx11m.
Pháp lý: Sổ hồng.
Hướng: Bắc.
Giá: 8.8 tỷ.
-------------------------
Liên hệ: Mr. Nhất Nam, dẫn khách hàng coi nhà bán Quận Tân Phú miễn phí, nhiệt tình.
ĐT: 0938 769 583.
Địa ốc Tân Phú: Địa chỉ 18 Lê Khôi, P. Phú Thạnh, Q. Tân Phú.
Nhận ký gửi cho thuê hoặc nhà bán quận Tân Phú.",Lê Thúc Hoạch,tân quý,,"Văn Cao, Bình Long",sầm uất,,223,1.0,1.0,2.0,8800000000,0,3.0,3.0,1,{2},"{4,13}",223.0,10.7881318120628,106.62005325825301,"(106.620053258253,10.7881318120628)",168460058.12756202,bắc,52.0,Ads_01_23011364,1573318800,1573981599.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E6100000627EDCF3AEA75A406F7E4B0386932540,1.0,2020-04-13 10:38:02.631061,2,7.0,False,2.0,938769583.0,2a462f7d9ea3712d0314ad0dc9dbad4d,1.0,,2.0,0.0,10.7880266,106.6184723,title,"223 Đường Lê Thúc Hoạch, Phú Thọ Hoà, Tân Phú, Thành phố Hồ Chí Minh, Vietnam","223 Lê Thúc Hoạch, Quận Tân Phú, Hồ Chí Minh, Việt Nam",Quận Tân Phú,"Đường Lê Thúc Hoạch, Quận Tân Phú, Hồ Chí Minh, Việt Nam","[10.7880266, 106.6184723]","[10.7880266, 106.6184723, 1.0]",23,10.790108,106.62817700000001,168936538.46153846
4944,4944,571383,6.0,https://landber.com/tin-dang/Ads_01_24824875,"Cần bán nhà hẻm 345/21 Âu Cơ, P.Phú Trung, Q.Tân Phú 4.4x18m trệt 1lầu","Cần bán nhà hẻm 345/21 Âu Cơ, Phường Phú Trung, Quận Tân Phú



 - Kết cấu 1 trệt + 1 lầu

 - hẻm đẹp khuôn đất rất đẹp 

 - Diện tích 4.4x18m

 - Gía bán 7.2tỷ ( Thương thảo )

  Liên hệ xem nhà 0384.130.820 gặp Thủy",Âu Cơ,phú trung,,,,,,1.0,1.0,2.0,7200000000,0,2.0,2.0,3,{2},"{4.4,18}",16.0,10.777175952349602,106.642331735613,"(106.642331735613,10.7771759523496)",84541144.76824442,,79.2,Ads_01_24824875,1584464400,1584457591.0,2020-03-17 22:07:01.600597,2.0,3.6,,1.0,2020-04-13 05:49:01.248245,2,7.0,False,2.0,384130820.0,8249011a7ccf3caf21f4b57199f06238,1.0,,0.0,0.0,10.776111,106.646146,title,"345/21 Âu Cơ, Phú Trung, Tân Phú, Thành phố Hồ Chí Minh, Vietnam","hẻm 345/21 Âu Cơ, Quận Tân Phú, Hồ Chí Minh, Việt Nam",Quận Tân Phú,"hẻm 345/21 Âu Cơ, Quận Tân Phú, Hồ Chí Minh, Việt Nam","[10.7760379, 106.6461017]","[10.776111, 106.646146, 3.0]",23,10.790108,106.62817700000001,90780303.03030305
4903,4903,123920,6.0,https://landber.com/tin-dang/Ads_01_23287946,"Bán nhà gấp 681/12/9 đường Âu Cơ, Phường Tân Thành, Quận Tân Phú","Bán nhà gấp 681/12/9 đường Âu Cơ, Phường Tân Thành, Quận Tân Phú.
Kết cấu 1 trệt, 1 lầu, 2 phòng ngủ, 2Wc, phòng khách, bếp, sân phơi, ban công.

DT: 4m x10m vuông vắn.
DTCN: 37,31m2. Hẻm 2m cách 15m ra hẻm lớn.

Tiện ích: Nhà ngay khu an ninh, dân trí cao, rất thoáng mát, nhà còn rất mới, gần các trường học cấp 1,2,3, ngân hàng, chợ, siêu thị, bệnh viện Tân Phú, giáp ranh Tân Bình và Quận 11.
Sổ đỏ chính chủ.
Giá bán 2tỷ870.
Liên hệ chị May 0961802445.",Âu Cơ,tân thành,"trường học, ngân hàng, chợ, siêu thị, bệnh viện","bệnh viện Tân Phú, Tân Bình, Quận 11","an ninh, dân trí cao, thoáng mát","2 phòng ngủ, 2 Wc, phòng khách, bếp, sân phơi, ban công",,1.0,1.0,2.0,2870000000,0,3.0,2.0,4,{2},"{4,10}",6.0,10.791167110499899,106.63390553572201,"(106.633905535722,10.7911671104999)",65964464.0619004,,40.0,Ads_01_23287946,1573578000,1574001440.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E6100000962B86E891A85A40258902DB13952540,1.0,2020-04-13 12:35:01.730693,2,7.0,False,3.0,961802445.0,92a7748dcf841e61842ec8b32e4e628b,1.0,,2.0,0.0,10.803129,106.63628700000001,title,"681, 9 Trường Chinh, phường 13, Tân Bình, Thành phố Hồ Chí Minh, Vietnam","hẻm 681/12/9 đường Âu Cơ, Quận Tân Phú, Hồ Chí Minh, Việt Nam",Quận Tân Phú,"hẻm 681/12/9 đường Âu Cơ, Quận Tân Phú, Hồ Chí Minh, Việt Nam","[10.803129, 106.636287]","[10.803129, 106.636287, 4.0]",23,10.790108,106.62817700000001,71495000.0
